PersonalID,Title,FullName,Gender,DateOfBirth,District,DSDivision,Address,MobileNumber,CivilStatus,NICNumber,PassportNumber,Email
6034,Mr.,Kamal Uthayakumar,Male,1988-01-14,Trincomalee,Muttur,"379 High Street, Muttur, Trincomalee",0735560455,Single,896960298V,N4719487,kamal.uthayakumar@hotmail.com
6035,Ms.,Kalani Herath,Female,1979-01-22,Gampaha,Negombo,"522 School Lane, Negombo, Gampaha",0784010933,Single,764860266V,N8818504,kalani.herath@hotmail.com
6036,Mr.,Mahesh Basnayake,Male,2003-04-15,Nuwara Eliya,Walapane,"8 Main Road, Walapane, Nuwara Eliya",0720332803,Single,788041858V,N2720797,mahesh.basnayake@gmail.com
6037,Mr.,Upul Nanayakkara,Male,1977-08-17,Moneragala,Bibile,"12 Beach Road, Bibile, Moneragala",0787306052,Single,521534277V,N9489213,upul.nanayakkara@slnet.lk
6038,Mr.,Vijitha Weerakoon,Male,1993-12-10,Hambantota,Sooriyawewa,"647 Kandy Road, Sooriyawewa, Hambantota",0769729134,Single,795760528V,N5019251,
6039,Mr.,Prasad Liyanage,Male,1992-06-28,Polonnaruwa,Lankapura,"53 Temple Road, Lankapura, Polonnaruwa",0730673106,Single,918925435V,N5565465,prasad.liyanage@gmail.com
6040,Mr.,Pradeep Opatha,Male,1978-03-30,Vavuniya,Vavuniya,"860 High Street, Vavuniya, Vavuniya",0799169997,Married,623912414V,N3834776,
6041,Mr.,Tharaka Karunaratne,Male,2000-02-25,Gampaha,Mahara,"255 Kandy Road, Mahara, Gampaha",0793455041,Married,615257509V,N5799201,tharaka.karunaratne@yahoo.com
6042,Mr.,Madushan Quintus,Male,1977-03-10,Vavuniya,Vengalacheddikulam,"286 Temple Road, Vengalacheddikulam, Vavuniya",0758627405,Married,651156717V,N5394768,madushan.quintus@yahoo.com
6043,Mr.,Harsha Jaleel,Male,1977-06-20,Mannar,Mannar Town,"752 School Lane, Mannar Town, Mannar",0712408396,Married,908710953V,N6813673,harsha.jaleel@gmail.com
6044,Mr.,Udaya Fernando,Male,1988-11-26,Matale,Dambulla,"19 Main Road, Dambulla, Matale",0729253686,Married,895568629V,N9309059,udaya.fernando@slnet.lk
6045,Miss,Upeksha Weerakoon,Female,1981-01-28,Kurunegala,Narammala,"51 Temple Road, Narammala, Kurunegala",0750976383,Married,790869640V,N4239977,upeksha.weerakoon@slnet.lk
6046,Mrs.,Tharushi Ibrahim,Female,1996-11-08,Kilinochchi,Kandavalai,"458 Temple Road, Kandavalai, Kilinochchi",0782776778,Married,749925543V,N6961676,tharushi.ibrahim@yahoo.com
6047,Mr.,Wimal Kumara,Male,1984-07-26,Badulla,Haldummulla,"572 Park Lane, Haldummulla, Badulla",0718011253,Married,584466060V,N9186321,
6048,Mr.,Kamal Fonseka,Male,1987-10-09,Kalutara,Panadura,"666 Kandy Road, Panadura, Kalutara",0793054826,Married,852616731V,N4279531,kamal.fonseka@yahoo.com
6049,Mr.,Yohan Uthayakumar,Male,2001-03-08,Kilinochchi,Karachchi,"4 Temple Road, Karachchi, Kilinochchi",0748660995,Widowed,668601015V,N5339566,yohan.uthayakumar@slnet.lk
6050,Mr.,Madushan Ponnambalam,Male,1993-09-11,Matale,Pallepola,"587 Colombo Street, Pallepola, Matale",0778497485,Single,728725264V,N6136524,madushan.ponnambalam@yahoo.com
6051,Miss,Madushika Xavier,Female,1978-02-05,Moneragala,Medagama,"327 Main Road, Medagama, Moneragala",0799188950,Single,657563412V,N1989776,madushika.xavier@yahoo.com
6052,Miss,Chandrika Hewage,Female,1994-11-07,Vavuniya,Vavuniya,"546 Galle Road, Vavuniya, Vavuniya",0786421587,Single,671286368V,N2518825,
6053,Ms.,Deepthi Balasuriya,Female,2006-06-04,Galle,Balapitiya,"388 Main Road, Balapitiya, Galle",0753556656,Married,725185938V,N1767855,
6054,Mr.,Anura Rizvi,Male,1978-11-04,Nuwara Eliya,Nuwara Eliya,"467 Kandy Road, Nuwara Eliya, Nuwara Eliya",0726336588,Single,549715776V,N3615723,
6055,Mr.,Ibrahim Dissanayake,Male,1976-06-21,Ratnapura,Balangoda,"406 Galle Road, Balangoda, Ratnapura",0718472883,Single,981511341V,N3340704,ibrahim.dissanayake@yahoo.com
6056,Mr.,Ajith Basnayake,Male,1982-06-05,Kurunegala,Mawathagama,"807 Park Lane, Mawathagama, Kurunegala",0743320810,Married,892619211V,N8218634,ajith.basnayake@hotmail.com
6057,Mrs.,Ganga Basnayake,Female,1993-06-27,Kegalle,Ruwanwella,"943 High Street, Ruwanwella, Kegalle",0788775181,Married,976862246V,N1909573,
6058,Mrs.,Upeksha Thangavelu,Female,1981-04-19,Puttalam,Arachchikattuwa,"994 Beach Road, Arachchikattuwa, Puttalam",0766426245,Single,855791092V,N8278561,
6059,Mr.,Kamal Sivapragasam,Male,1991-11-19,Ampara,Alayadiwembu,"179 Church Street, Alayadiwembu, Ampara",0769853179,Married,589680719V,N6942146,kamal.sivapragasam@slnet.lk
6060,Mr.,Kamal Yogarajah,Male,1986-11-21,Colombo,Ratmalana,"28 Main Road, Ratmalana, Colombo",0759764013,Single,662603598V,N2150135,kamal.yogarajah@yahoo.com
6061,Miss,Soha Karunaratne,Female,1977-05-04,Jaffna,Vadamaradchi North,"209 Church Street, Vadamaradchi North, Jaffna",0718771303,Married,602031187V,N1748272,
6062,Mr.,Wasantha Sivapragasam,Male,1978-01-13,Jaffna,Valikamam South,"324 Beach Road, Valikamam South, Jaffna",0743990071,Divorced,834945011V,N5442887,wasantha.sivapragasam@yahoo.com
6063,Mr.,Asanga Chandrasekara,Male,1997-05-11,Gampaha,Mirigama,"897 Beach Road, Mirigama, Gampaha",0743443908,Married,832136814V,N5019528,asanga.chandrasekara@gmail.com
6064,Ms.,Rashmi Guneratne,Female,1994-06-04,Matale,Ukuwela,"315 Church Street, Ukuwela, Matale",0789757253,Single,530272477V,N9012977,
6065,Mr.,Dayan Ponnambalam,Male,1982-08-29,Matale,Ukuwela,"383 Galle Road, Ukuwela, Matale",0735609934,Married,704289638V,N7611326,dayan.ponnambalam@hotmail.com
6066,Mr.,Jagath Samarasinghe,Male,1993-08-23,Kurunegala,Nikaweratiya,"110 Beach Road, Nikaweratiya, Kurunegala",0771884570,Single,581266822V,N4971202,
6067,Mrs.,Zara Xavier,Female,1979-11-01,Gampaha,Attanagalla,"132 Beach Road, Attanagalla, Gampaha",0729715383,Divorced,956959576V,N6994831,zara.xavier@yahoo.com
6068,Mr.,Nalaka Zoysa,Male,1985-09-03,Batticaloa,Manmunai West,"990 Temple Road, Manmunai West, Batticaloa",0728746816,Married,520089662V,N2848890,
6069,Mr.,Tilak Senanayake,Male,1991-05-03,Anuradhapura,Nochchiyagama,"271 Church Street, Nochchiyagama, Anuradhapura",0797310046,Single,998647252V,N5862709,tilak.senanayake@slnet.lk
6070,Mr.,Lahiru Kumara,Male,1993-08-05,Hambantota,Katuwana,"217 Beach Road, Katuwana, Hambantota",0771969589,Single,555168755V,N6154356,
6071,Miss,Lakmini Fernando,Female,1988-11-24,Kilinochchi,Pachchilaipalli,"549 Galle Road, Pachchilaipalli, Kilinochchi",0727157650,Single,965251962V,N2505904,lakmini.fernando@gmail.com
6072,Mr.,Mahesh Rizvi,Male,1991-06-04,Matale,Galewela,"637 Beach Road, Galewela, Matale",0760205767,Single,615421736V,N6557772,mahesh.rizvi@slnet.lk
6073,Mr.,Tharaka Hewage,Male,1982-05-23,Trincomalee,Thambalagamuwa,"705 Colombo Street, Thambalagamuwa, Trincomalee",0755891643,Single,903129799V,N7539817,tharaka.hewage@yahoo.com
6074,Mr.,Nadeeka Hettiarachchi,Male,2001-12-15,Trincomalee,Gomarankadawala,"486 Temple Road, Gomarankadawala, Trincomalee",0771548744,Married,793080401V,N9141621,
6075,Miss,Pavithra Rajapaksa,Female,2002-11-25,Matale,Ambanganga Korale,"459 School Lane, Ambanganga Korale, Matale",0740720907,Married,782727529V,N8015148,pavithra.rajapaksa@hotmail.com
6076,Miss,Fathima Karunaratne,Female,1989-02-06,Kilinochchi,Pachchilaipalli,"935 Temple Road, Pachchilaipalli, Kilinochchi",0728653810,Married,746930236V,N6735171,fathima.karunaratne@yahoo.com
6077,Miss,Jayani Madugalle,Female,1977-10-09,Galle,Karandeniya,"691 Church Street, Karandeniya, Galle",0780621181,Single,815768816V,N8358951,jayani.madugalle@slnet.lk
6078,Ms.,Anne Zuhair,Female,1999-08-30,Nuwara Eliya,Hanguranketha,"134 Beach Road, Hanguranketha, Nuwara Eliya",0772085322,Single,645537052V,N1272996,anne.zuhair@hotmail.com
6079,Mr.,Nuwan Ranaweera,Male,1988-01-10,Ampara,Ninthavur,"820 Temple Road, Ninthavur, Ampara",0784316712,Married,674555715V,N6427550,
6080,Miss,Upeksha Amarasinghe,Female,2002-07-05,Matale,Wilgamuwa,"172 Park Lane, Wilgamuwa, Matale",0780079544,Married,783991847V,N3092775,
6081,Mr.,Upul Kodithuwakku,Male,1984-11-26,Nuwara Eliya,Walapane,"379 Beach Road, Walapane, Nuwara Eliya",0782628366,Divorced,707566148V,N6818274,upul.kodithuwakku@hotmail.com
6082,Ms.,Harshani Ibrahim,Female,1978-05-14,Matara,Athuraliya,"930 Main Road, Athuraliya, Matara",0714937884,Single,793603579V,N2841308,
6083,Mrs.,Ayesha Gamage,Female,1977-10-26,Ampara,Alayadiwembu,"55 Kandy Road, Alayadiwembu, Ampara",0719891177,Single,524958731V,N8485474,ayesha.gamage@yahoo.com
6084,Mr.,Thilina Ponnambalam,Male,1982-11-29,Galle,Karandeniya,"292 Main Road, Karandeniya, Galle",0776895759,Single,993345046V,N7535951,
6085,Mr.,Aloka Quintus,Male,1992-01-02,Kandy,Thumpane,"13 Park Lane, Thumpane, Kandy",0714698160,Married,768547617V,N1904496,
6086,Mr.,Ajith Zuhair,Male,1997-07-04,Mullaitivu,Manthai East,"83 Beach Road, Manthai East, Mullaitivu",0767228709,Single,983206301V,N6628619,ajith.zuhair@slnet.lk
6087,Mr.,Pasindu Dissanayake,Male,1986-01-20,Trincomalee,Kantalai,"380 Temple Road, Kantalai, Trincomalee",0738290938,Divorced,590879277V,N6434470,
6088,Mr.,Prasad Hettiarachchi,Male,1989-08-29,Nuwara Eliya,Hanguranketha,"609 High Street, Hanguranketha, Nuwara Eliya",0790618399,Single,503718162V,N2623959,prasad.hettiarachchi@yahoo.com
6089,Mr.,Lahiru Weerakoon,Male,1985-08-23,Jaffna,Thenmaradchi,"742 Beach Road, Thenmaradchi, Jaffna",0775333958,Married,875456574V,N7128320,
6090,Mr.,Nuwan Jaleel,Male,1998-08-12,Badulla,Hali-Ela,"156 Kandy Road, Hali-Ela, Badulla",0782842556,Single,542818174V,N7988637,nuwan.jaleel@gmail.com
6091,Miss,Eshini Gunawardena,Female,1975-10-31,Polonnaruwa,Dimbulagala,"980 Galle Road, Dimbulagala, Polonnaruwa",0791214285,Single,808413643V,N8808232,eshini.gunawardena@slnet.lk
6092,Mr.,Oshan Ranaweera,Male,2003-10-30,Trincomalee,Kinniya,"89 Beach Road, Kinniya, Trincomalee",0739018315,Married,803810284V,N2934094,
6093,Mr.,Ahmed Yapa,Male,2006-05-14,Puttalam,Anamaduwa,"137 Colombo Street, Anamaduwa, Puttalam",0746031084,Married,993049656V,N3591066,ahmed.yapa@hotmail.com
6094,Mr.,Ibrahim Alwis,Male,2006-02-04,Mullaitivu,Oddusuddan,"999 Temple Road, Oddusuddan, Mullaitivu",0716949109,Married,995218271V,N1191565,
6095,Miss,Buddhini Vithanage,Female,2004-03-30,Nuwara Eliya,Ambagamuwa,"193 Beach Road, Ambagamuwa, Nuwara Eliya",0784455767,Single,765293923V,N3258969,
6096,Mr.,Pasindu Munasinghe,Male,1996-06-25,Matara,Matara Four Gravets,"329 Church Street, Matara Four Gravets, Matara",0739408410,Single,504432620V,N8328477,pasindu.munasinghe@slnet.lk
6097,Mr.,Viraj Basnayake,Male,1983-03-04,Jaffna,Island South,"792 Galle Road, Island South, Jaffna",0785845691,Divorced,752119024V,N8007158,
6098,Mr.,Nuwan Madugalle,Male,2003-03-16,Ampara,Padiyathalawa,"302 Colombo Street, Padiyathalawa, Ampara",0799286605,Single,625990310V,N8595946,
6099,Mrs.,Sana Alwis,Female,1992-01-24,Badulla,Soranathota,"357 High Street, Soranathota, Badulla",0769183043,Married,676396402V,N8882874,sana.alwis@slnet.lk
6100,Mr.,Tharaka Edirisinghe,Male,2004-07-28,Puttalam,Vanathavilluwa,"464 Park Lane, Vanathavilluwa, Puttalam",0761360779,Single,828878023V,N1839672,tharaka.edirisinghe@gmail.com
6101,Mr.,Chaminda Fonseka,Male,1982-10-12,Kegalle,Rambukkana,"537 Park Lane, Rambukkana, Kegalle",0738523832,Single,742821903V,N2020292,
6102,Miss,Gayani Ibrahim,Female,2000-07-01,Nuwara Eliya,Walapane,"52 Kandy Road, Walapane, Nuwara Eliya",0743375682,Married,906300060V,N3249439,
6103,Mr.,Zameer Jaleel,Male,2001-06-03,Badulla,Badulla,"330 School Lane, Badulla, Badulla",0712026042,Single,997409425V,N1928538,zameer.jaleel@gmail.com
6104,Mrs.,Lasika Pathirana,Female,2003-03-16,Kegalle,Rambukkana,"172 Colombo Street, Rambukkana, Kegalle",0749826590,Single,547084695V,N2332189,lasika.pathirana@slnet.lk
6105,Mrs.,Shashika Herath,Female,1992-03-31,Batticaloa,Koralai Pattu South,"777 School Lane, Koralai Pattu South, Batticaloa",0721243041,Married,894761871V,N8203020,shashika.herath@gmail.com
6106,Mr.,Adeesha Obeysekera,Male,1982-04-20,Kilinochchi,Kandavalai,"291 Temple Road, Kandavalai, Kilinochchi",0745107163,Single,789000396V,N3395253,adeesha.obeysekera@hotmail.com
6107,Miss,Oshadi Kodithuwakku,Female,1992-06-23,Hambantota,Katuwana,"98 Main Road, Katuwana, Hambantota",0733693700,Single,822717416V,N9070391,
6108,Mrs.,Indrani Ibrahim,Female,1992-03-18,Ratnapura,Imbulpe,"127 High Street, Imbulpe, Ratnapura",0739925357,Married,913952007V,N1033977,indrani.ibrahim@yahoo.com
6109,Mr.,Sanjaya Rajapaksa,Male,1987-07-08,Galle,Thawalama,"367 Temple Road, Thawalama, Galle",0733340609,Single,921553231V,N4367653,
6110,Mr.,Kasun Gamage,Male,1989-12-05,Ampara,Pothuvil,"556 Temple Road, Pothuvil, Ampara",0773036354,Married,664841456V,N6795707,kasun.gamage@yahoo.com
6111,Ms.,Anne Zoysa,Female,1995-01-29,Matale,Wilgamuwa,"613 School Lane, Wilgamuwa, Matale",0779339705,Single,950768447V,N6676494,anne.zoysa@gmail.com
6112,Ms.,Gayani Opatha,Female,1996-08-08,Kurunegala,Alawwa,"439 Temple Road, Alawwa, Kurunegala",0759525338,Married,919072830V,N8691525,gayani.opatha@hotmail.com
6113,Mr.,Ranil Abeysinghe,Male,1991-05-11,Gampaha,Katana,"936 Park Lane, Katana, Gampaha",0714441147,Married,719952855V,N1740927,ranil.abeysinghe@hotmail.com
6114,Mr.,Ruwan Weerasinghe,Male,1988-11-06,Vavuniya,Vengalacheddikulam,"928 School Lane, Vengalacheddikulam, Vavuniya",0771705263,Single,711265497V,N5976063,
6115,Mr.,Chandana Udayanga,Male,1984-07-14,Ratnapura,Nivithigala,"896 Beach Road, Nivithigala, Ratnapura",0759487300,Single,516277817V,N4494061,chandana.udayanga@gmail.com
6116,Miss,Queenie Yogarajah,Female,1991-12-25,Kilinochchi,Poonakary,"633 Beach Road, Poonakary, Kilinochchi",0740584700,Married,714248596V,N9140851,queenie.yogarajah@gmail.com
6117,Mrs.,Kalani Gamage,Female,1987-06-27,Colombo,Dehiwala,"679 Temple Road, Dehiwala, Colombo",0754352358,Single,645289299V,N1173417,
6118,Mr.,Sanjaya Rizvi,Male,1979-08-26,Badulla,Ella,"328 Church Street, Ella, Badulla",0760774047,Married,713322646V,N8587173,sanjaya.rizvi@hotmail.com
6119,Mr.,Rohan Ilangakoon,Male,1986-06-07,Anuradhapura,Rambewa,"222 Park Lane, Rambewa, Anuradhapura",0739096449,Single,679046552V,N9173105,rohan.ilangakoon@hotmail.com
6120,Mr.,Nimal Weerakoon,Male,1992-12-30,Batticaloa,Koralai Pattu West,"852 Park Lane, Koralai Pattu West, Batticaloa",0758359878,Single,914621745V,N5306566,nimal.weerakoon@yahoo.com
6121,Mr.,Sunil Wickramasinghe,Male,1994-01-17,Nuwara Eliya,Ambagamuwa,"850 Colombo Street, Ambagamuwa, Nuwara Eliya",0721391679,Married,536373943V,N5042085,sunil.wickramasinghe@yahoo.com
6122,Mr.,Adeesha Weerasinghe,Male,1983-04-04,Vavuniya,Vavuniya,"95 Beach Road, Vavuniya, Vavuniya",0746633886,Single,861681713V,N9471151,adeesha.weerasinghe@yahoo.com
6123,Mr.,Hemantha Herath,Male,1979-03-20,Trincomalee,Padavi Siripura,"53 Main Road, Padavi Siripura, Trincomalee",0741027001,Single,785159793V,N6595082,hemantha.herath@yahoo.com
6124,Mr.,Adeesha Gamage,Male,1990-05-13,Kegalle,Bulathkohupitiya,"594 Galle Road, Bulathkohupitiya, Kegalle",0718611321,Single,922162502V,N3137594,
6125,Mr.,Chaminda Dissanayake,Male,1999-12-07,Ampara,Sainthamarathu,"650 Main Road, Sainthamarathu, Ampara",0794041096,Married,724136479V,N5952047,chaminda.dissanayake@gmail.com
6126,Mr.,Dayan Vigneswaran,Male,2003-12-11,Gampaha,Biyagama,"180 Main Road, Biyagama, Gampaha",0716268678,Single,883254441V,N6776043,dayan.vigneswaran@gmail.com
6127,Mr.,Nalaka Munasinghe,Male,1990-06-20,Kurunegala,Polgahawela,"379 School Lane, Polgahawela, Kurunegala",0762154302,Married,940638288V,N5307936,
6128,Mr.,Tharaka Yogarajah,Male,1980-01-09,Badulla,Rideemaliyadda,"917 Colombo Street, Rideemaliyadda, Badulla",0754621562,Married,557998802V,N9695017,
6129,Mr.,Ibrahim Jayawardena,Male,1984-07-16,Vavuniya,Vavuniya South,"656 Beach Road, Vavuniya South, Vavuniya",0767054375,Divorced,905811199V,N3211935,ibrahim.jayawardena@hotmail.com
6130,Mr.,Harsha Herath,Male,1994-11-15,Anuradhapura,Palagala,"576 High Street, Palagala, Anuradhapura",0785260236,Married,652926613V,N4410101,harsha.herath@yahoo.com
6131,Miss,Eshika Opatha,Female,1987-04-12,Mannar,Manthai West,"3 Galle Road, Manthai West, Mannar",0749948307,Married,766154535V,N5432732,eshika.opatha@hotmail.com
6132,Mr.,Lasantha Uthayakumar,Male,1984-08-12,Kurunegala,Weerambugedara,"699 Beach Road, Weerambugedara, Kurunegala",0796606865,Married,890562216V,N3477805,lasantha.uthayakumar@slnet.lk
6133,Ms.,Bhagya Weerasinghe,Female,1978-11-20,Mannar,Musali,"669 Kandy Road, Musali, Mannar",0730992164,Single,603615616V,N8267095,
6134,Mr.,Udaya de Silva,Male,1978-01-28,Colombo,Moratuwa,"673 Kandy Road, Moratuwa, Colombo",0748199594,Married,608603656V,N7852061,
6135,Mrs.,Hansika Basnayake,Female,1988-11-14,Colombo,Kaduwela,"149 Park Lane, Kaduwela, Colombo",0771614847,Single,677439686V,N3561787,hansika.basnayake@gmail.com
6136,Mr.,Buddhika Uthayakumar,Male,1998-09-25,Trincomalee,Seruvila,"779 Kandy Road, Seruvila, Trincomalee",0720108615,Married,734599216V,N1429718,buddhika.uthayakumar@yahoo.com
6137,Mr.,Indika Madugalle,Male,1994-07-01,Ampara,Damana,"482 School Lane, Damana, Ampara",0724914183,Single,881452589V,N8451604,indika.madugalle@hotmail.com
6138,Mr.,Jayantha Cooray,Male,2004-01-17,Galle,Baddegama,"820 Main Road, Baddegama, Galle",0798227955,Married,813383461V,N4523144,
6139,Miss,Thilini Jaleel,Female,1992-05-07,Galle,Baddegama,"234 Kandy Road, Baddegama, Galle",0754541069,Married,725138270V,N3952999,thilini.jaleel@hotmail.com
6140,Mr.,Tilak Fernando,Male,1987-09-30,Moneragala,Wellawaya,"51 High Street, Wellawaya, Moneragala",0716400082,Single,855203097V,N4447353,
6141,Mr.,Lahiru Fonseka,Male,2001-12-23,Polonnaruwa,Thamankaduwa,"934 Church Street, Thamankaduwa, Polonnaruwa",0739261599,Divorced,707888667V,N1666201,lahiru.fonseka@yahoo.com
6142,Mr.,Ibrahim Ibrahim,Male,1987-07-14,Colombo,Maharagama,"130 High Street, Maharagama, Colombo",0745453885,Married,582901010V,N5505145,ibrahim.ibrahim@yahoo.com
6143,Miss,Sana Amarasinghe,Female,1997-11-21,Batticaloa,Koralai Pattu North,"130 Temple Road, Koralai Pattu North, Batticaloa",0736475065,Single,788756261V,N5923535,
6144,Ms.,Oshadi Uthayakumar,Female,1991-09-03,Trincomalee,Trincomalee Town and Gravets,"833 Temple Road, Trincomalee Town and Gravets, Trincomalee",0758248421,Single,583103714V,N5468187,
6145,Miss,Ayesha Opatha,Female,1990-03-05,Matale,Galewela,"308 Church Street, Galewela, Matale",0733826490,Married,791886017V,N8069458,ayesha.opatha@slnet.lk
6146,Mr.,Ranjith Zuhair,Male,1977-06-16,Galle,Benthota,"276 Galle Road, Benthota, Galle",0782887849,Single,580255830V,N5946604,ranjith.zuhair@yahoo.com
6147,Mr.,Gamini Ratnayake,Male,2000-07-19,Matara,Matara Four Gravets,"706 Park Lane, Matara Four Gravets, Matara",0721807212,Married,779570084V,N7845312,
6148,Mr.,Wasantha Udayanga,Male,1994-04-25,Kurunegala,Rideegama,"264 Temple Road, Rideegama, Kurunegala",0753827986,Married,956233270V,N7160429,
6149,Ms.,Prabha Edirisinghe,Female,1984-10-06,Moneragala,Bibile,"594 Park Lane, Bibile, Moneragala",0732258756,Single,826399690V,N9570817,
